"user_id","rec_anime_id"
"69675","2484, 305, 1558"
"69676","33221, 21703, 9487"
"69678","12725, 16442, 2193"
"69679","33221, 1658, 295"
"69680","2269, 3868, 3625"
"69681","8394, 28669, 11043"
"69682","1623, 5753, 1534"
"69683","6465, 1845, 7045"
"69684","1558, 693, 31050"
"69685","11717, 1845, 27613"
"69686","764, 1221, 1573"
"69687","12585, 10375, 2506"
"69688","33221, 31050, 32034"
"69689","2284, 7303, 14647"
"69690","5763, 4503, 4416"
"69691","3507, 8245, 1853"
"69692","1924, 2920, 1481"
"69693","832, 1560, 4416"
"69694","7303, 1924, 1481"
"69695","10263, 3437, 1493"
"69696","1558, 305, 1853"
"69697","11717, 28511"
"69698","1493, 13993, 5290"
"69699","3776, 2574, 4388"
"69700","1924, 2920, 1481"
"69701","17249, 2284, 1924"
"69702","7303, 1153, 3381"
"69703","2106, 7308, 12121"
"69704","311, 1792, 28495"
"69705","10263, 1924, 930"
"69707","10263, 3437, 17249"
"69708","2284, 7303, 1924"
"69709","8097, 14647, 27629"
"69711","31050, 112, 332"
"69712","31592, 978, 1380"
"69715","33221, 3625, 599"
"69717","832, 1399, 4503"
"69718","2284, 13245, 3196"
"69719","1792, 1657, 2527"
"69720","2284, 2269, 3625"
"69721","12585, 31050, 31491"
"69722","1924, 1925, 1481"
"69723","15451, 14075, 27899"
"69724","10263, 1924, 930"
"69725","10263, 1792, 3511"
"69726","3507, 7861, 2234"
"69727","3437, 1924, 22695"
"69729","30243, 13245, 22695"
"69730","5753, 2284, 17249"
"69731","9487, 15839, 4388"
"69732","2269, 1929, 1792"
"69733","832, 1759, 30705"
"69734","17249, 1493, 23299"
"69735","7334, 10330, 1573"
"69736","86, 4566, 1707"
"69737","6714, 3507, 2291"
"69738","2818, 11717, 23423"
"69739","1900, 589, 11441"
"69740","17745, 33221, 13619"
"69742","31050, 1623, 5753"
"69743","1924, 2920, 1481"
"69744","1925, 1923, 1853"
"69745","2677, 2863, 2036"
"69746","12347, 9487, 15839"
"69747","31117, 33074, 978"
"69748","2677, 1845, 4084"
"69749","1221, 1864, 26183"
"69750","832, 2747, 1560"
"69751","1924, 1481, 1759"
"69752","3437, 8245, 3072"
"69753","28929, 5763, 9629"
"69754","22695, 1153, 8245"
"69755","1560, 693, 2291"
"69756","3196, 5267, 17745"
"69757","4264, 29413, 30128"
"69758","2269, 1906, 332"
"69759","3019, 2269, 10534"
"69760","5967, 5968, 23293"
"69762","1924, 1792, 1925"
"69763","10263, 1924, 1792"
"69764","2284, 21575, 7303"
"69765","6511, 3605, 2322"
"69767","12585, 31050, 1275"
"69768","6465, 1845, 31113"
"69769","21575, 33221, 3625"
"69770","1558, 3105, 4388"
"69771","2947, 22695, 3381"
"69774","27525, 764, 31722"
"69775","5753, 2747, 2736"
"69776","16608, 15307, 28511"
"69777","1179, 2851, 1053"
"69778","1924, 1481, 1558"
"69779","589, 1816, 278"
"69780","10263, 1792, 1925"
"69781","30825, 31592, 17249"
"69783","8245, 6465, 14543"
"69784","10359, 1153, 6465"
"69785","10263, 1792, 27613"
"69786","8097, 16419, 23115"
"69787","1179, 2818, 14543"
"69788","347, 2818, 1845"
"69789","8097, 832, 1493"
"69790","2284, 7303, 1853"
"69791","10263, 1925, 1923"
"69792","30705, 20871, 2162"
"69793","2284, 2269, 28961"
"69794","1924, 1792, 1925"
"69795","10359, 5830, 3605"
"69796","4388, 5753, 2920"
"69797","1924, 1481, 1014"
"69798","8245, 6465, 1179"
"69799","31050, 1853, 1845"
"69800","31050, 3254, 2284"
"69802","1153, 1872, 22695"
"69803","28713, 7334, 25313"
"69804","3196, 2648, 14647"
"69805","2269, 3868, 28961"
"69808","5753, 14685, 33221"
"69809","3072, 1558, 2851"
"69810","1558, 3105, 1534"
"69811","10263, 1924, 1792"
"69812","8097, 21575, 7303"
"69813","311, 22695, 5763"
"69814","6286, 2863, 2200"
"69815","1792, 1925, 1923"
"69816","2525, 9328, 17745"
"69817","5753, 1794, 24273"
"69818","5753, 3868, 1794"
"69819","2291, 7435, 7436"
"69820","1845, 22013, 23115"
"69821","305, 7303, 86"
"69823","1623, 305, 33221"
"69824","10263, 1925, 1923"
"69825","5753, 14685, 1794"
"69826","5763, 4416, 4388"
"69827","978, 1380, 7861"
"69828","9875, 5267, 16608"
"69829","10263, 1792, 3072"
"69830","1924, 1481, 1853"
"69831","10263, 4503, 3003"
"69832","30531, 23115, 1845"
"69833","693, 2291, 2450"
"69834","5763, 4503, 1560"
"69835","4388, 2284, 1534"
"69836","1623, 1534, 2484"
"69837","4388, 7664, 12361"
"69838","1481, 31050, 1558"
"69840","3196, 2688, 19067"
"69841","10457, 21597, 23299"
"69842","3437, 1493, 3196"
"69843","2012, 14753, 30458"
"69844","3437, 2284, 3196"
"69845","11717, 86, 1707"
"69847","12027, 2390, 31592"
"69848","978, 5763, 3507"
"69849","5753, 14685, 3511"
"69850","86, 5753, 1707"
"69851","3437, 1493, 3196"
"69853","22695, 1153, 8245"
"69854","7303, 2291, 305"
"69857","10263, 1924, 1792"
"69858","5753, 33221, 1794"
"69859","1924, 1481, 3704"
"69860","1957, 752, 3019"
"69861","4503, 1560, 16608"
"69863","3095, 14947, 9770"
"69864","1924, 1792, 1925"
"69866","5753, 3507, 3259"
"69867","2012, 86, 30915"
"69869","31491, 3776, 2574"
"69870","1481, 3072, 2527"
"69871","2284, 3854, 22695"
"69872","1493, 2525, 21575"
"69873","5753, 31050, 1558"
"69874","10263, 1925, 1923"
"69875","33221, 3625, 3072"
"69876","26183, 1481, 2816"
"69877","1558, 1623, 4388"
"69879","1924, 2920, 1481"
"69880","1845, 6465, 1853"
"69881","1014, 1053, 1145"
"69883","5753, 7303, 3868"
"69884","10263, 1924, 1399"
"69885","31592, 2284, 2269"
"69886","28713, 10330, 86"
"69887","2920, 3072, 1558"
"69888","10263, 5753, 1493"
"69889","28929, 1179, 2818"
"69890","5753, 3868, 3854"
"69891","693, 2291, 305"
"69892","22695, 31491, 4147"
"69893","9487, 15839, 1224"
"69894","3776, 2574, 22695"
"69896","2920, 31491, 4147"
"69897","3196, 3854, 13993"
"69898","3196, 2688, 29413"
"69899","1148, 2851, 3486"
"69900","1924, 1481, 1759"
"69901","1224, 31050, 7723"
"69902","3437, 1924, 1481"
"69904","12725, 5386, 31592"
"69906","3511, 3254, 3776"
"69907","5753, 9487, 15839"
"69908","2291, 305, 3704"
"69909","3196, 3854, 13993"
"69910","832, 2747, 1399"
"69911","8245, 27613, 31050"
"69912","3129, 31491, 2527"
"69913","10766, 1179, 2818"
"69914","1493, 2525, 21575"
"69915","1558, 3105, 4388"
"69916","3437, 5753, 21575"
"69917","10263, 1792, 31050"
"69918","8097, 2525, 2736"
"69919","1228, 332, 1891"
"69920","1153, 3381, 2863"
"69921","10263, 1925, 1923"
"69922","1924, 1481, 1558"
"69923","23787, 1957, 28669"
"69924","9328, 1792, 31491"
"69925","10263, 3437, 17249"
"69926","1845, 1853, 12671"
"69927","2106, 2706, 2713"
"69928","31050, 3437, 1925"
"69931","1558, 3105, 2484"
"69932","1224, 13159, 19557"
"69933","32034, 9494, 31491"
"69934","1839, 2858, 3095"
"69935","10263, 2284, 2851"
"69936","1853, 11717, 31113"
"69937","12725, 31490, 16442"
"69938","3437, 2284, 9328"
"69939","1924, 2920, 1481"
"69940","1924, 1481, 1558"
"69941","1906, 1399, 25431"
"69942","8245, 22013, 31491"
"69943","21575, 3381, 31050"
"69944","5753, 14685, 11717"
"69945","8097, 832, 13993"
"69947","1558, 3105, 4388"
"69948","3437, 1924, 1481"
"69950","29413, 30128, 1224"
"69951","25431, 294, 9629"
"69952","14647, 27629, 1560"
"69953","2269, 3868, 3625"
"69954","305, 1853, 3704"
"69955","12671, 604, 31490"
"69956","5753, 2322, 9487"
"69958","1925, 1923, 1853"
"69959","1924, 27613, 1481"
"69960","3196, 14685, 6286"
"69961","1845, 14543, 31113"
"69962","27613, 12585, 31050"
"69963","1493, 14647, 22695"
"69964","2012, 58, 1065"
"69965","305, 1224, 2818"
"69966","1481, 1558, 28869"
"69968","31592, 3437, 1493"
"69969","3437, 2747, 22695"
"69970","6728, 12725, 12671"
"69972","4084, 3704, 3254"
"69973","23115, 6465, 1853"
"69974","7303, 999, 10766"
"69975","6465, 1845, 7045"
"69976","6465, 3196, 14685"
"69977","1759, 23423, 4042"
"69979","7303, 2709, 3854"
"69981","31050, 1275, 3396"
"69982","33221, 28929, 10766"
"69983","1924, 1481, 1759"
"69985","3437, 7303, 1924"
"69987","3437, 17249, 31763"
"69988","1924, 2920, 1481"
"69989","31592, 5753, 2284"
"69991","2291, 10263, 17249"
"69992","3437, 1493, 3196"
"69993","10263, 17249, 2284"
"69994","2484, 1558, 33221"
"69995","1221, 10263, 31592"
"69996","311, 1853, 808"
"69997","311, 3868, 8358"
"69999","1153, 3381, 6465"
"70000","10263, 1792, 1925"
"70001","1153, 8245, 2688"
"70002","3507, 1558, 3105"
"70003","7303, 1153, 3381"
"70004","27411, 31680, 10350"
"70005","1558, 31050, 9487"
"70006","1924, 1481, 4503"
"70007","22695, 8245, 30531"
"70008","3437, 8097, 832"
"70009","2818, 6286, 6402"
"70010","2284, 14685, 1153"
"70011","16442, 2193, 377"
"70012","3776, 2574, 10263"
"70013","31050, 1275, 3396"
"70014","1493, 3196, 22695"
"70015","693, 5343, 2291"
"70016","1558, 3105, 4388"
"70017","6293, 3254, 1611"
"70018","3437, 8097, 1493"
"70019","20557, 2803, 6281"
"70020","1853, 305, 1924"
"70021","12725, 1221, 4566"
"70022","3437, 8097, 1493"
"70023","10263, 2284, 31763"
"70024","31050, 30845, 11687"
"70025","1853, 33221, 1623"
"70027","31491, 31050, 1558"
"70028","1924, 1481, 1558"
"70029","2291, 5763, 3626"
"70031","1493, 1924, 1792"
"70032","1481, 1853, 2036"
"70034","1148, 3486, 4147"
"70035","1558, 3105, 4388"
"70036","24273, 1759, 31050"
"70037","1399, 5763, 2858"
"70038","5753, 2269, 1792"
"70039","1743, 12783, 21653"
"70040","3437, 1493, 3196"
"70042","14647, 27629, 8245"
"70043","1153, 1872, 30531"
"70045","1924, 1481, 1759"
"70046","2484, 14947, 9770"
"70047","1558, 3105, 4388"
"70048","10263, 1924, 1792"
"70049","3507, 978, 1380"
"70052","1558, 3105, 4388"
"70053","1558, 32122, 5343"
"70054","1925, 1923, 4503"
"70055","1558, 3105, 4388"
"70057","305, 2818, 31050"
"70059","33221, 2920, 1759"
"70060","7303, 22695, 1153"
"70061","1957, 752, 2525"
"70062","1924, 22695, 1481"
"70063","3437, 1493, 22695"
"70064","9487, 15839, 4503"
"70065","978, 1380, 7861"
"70066","2269, 1399, 33221"
"70067","32034, 9494, 11717"
"70068","1924, 1481, 29413"
"70069","3826, 1558, 3105"
"70070","10263, 1924, 2920"
"70071","2284, 3511, 31050"
"70072","86, 1707, 377"
"70073","1493, 2269, 1399"
"70074","31050, 23249, 31592"
"70075","3437, 8097, 1493"
"70076","10263, 1924, 1481"
"70077","10263, 1925, 1923"
"70078","86, 4566, 1707"
"70079","3437, 8097, 1493"
"70080","1224"
"70081","5753, 3868, 3854"
"70082","5753, 7303, 930"
"70083","3196, 3854, 2747"
"70084","5753, 2269, 1924"
"70085","8245, 6465, 11717"
"70086","5753, 3868, 33221"
"70087","86, 4566, 3437"
"70089","1573, 12671, 4566"
"70090","31050, 1924, 1481"
"70091","1839, 6511, 2200"
"70092","1845, 11717, 14543"
"70093","1534, 10263, 1399"
"70094","1399, 693, 1880"
"70095","12725, 17249, 1929"
"70096","5753, 1558, 3105"
"70097","32034, 9494, 23299"
"70098","5753, 7303, 3868"
"70099","5753, 7303, 3868"
"70101","31050, 1558, 1179"
"70102","31050, 1759, 1924"
"70103","14685, 1534, 307"
"70104","5753, 3868, 33221"
"70106","2688, 31491, 29413"
"70108","3507, 2284, 1924"
"70109","3868, 1481, 1558"
"70110","7303, 1924, 1481"
"70111","1179, 2818, 11547"
"70112","31491, 6465, 31490"
"70113","3437, 1493, 21575"
"70115","4388, 2291, 2668"
"70118","1759, 31050, 1853"
"70120","1558, 305, 7303"
"70121","3437, 2284, 1792"
"70123","5753, 3868, 1794"
"70124","5753, 1558, 1623"
"70125","1493, 14647, 22695"
"70128","22695, 1153, 30531"
"70129","23115, 1853, 1845"
"70130","5753, 14685, 930"
"70131","30531, 6465, 1853"
"70132","1924, 930, 2920"
"70133","1845, 11717, 31113"
"70134","1399, 4503, 1560"
"70135","3437, 1493, 3196"
"70136","2390, 14685, 26019"
"70138","5967, 5968, 1380"
"70139","7303, 22695, 10766"
"70141","2484, 305, 31050"
"70142","6511, 307, 1611"
"70143","10263, 4503, 4084"
"70145","10263, 1792, 1925"
"70146","1493, 2525, 21575"
"70147","1924, 1481, 1759"
"70148","10263, 17249, 2284"
"70149","1224, 832, 3625"
"70150","28929, 31050, 1623"
"70151","31763, 26019, 29831"
"70152","1925, 1923, 2851"
"70155","1399, 5763, 693"
"70156","6787, 10048, 10028"
"70158","1179, 14947, 9770"
"70159","6465, 1853, 1845"
"70161","2442, 9629, 3507"
"70162","1924, 1481, 305"
"70163","31491, 1816, 10391"
"70164","1153, 3381, 2851"
"70165","30915, 1578, 1864"
"70166","1153, 31050, 4264"
"70167","33221, 31491, 31050"
"70168","1845, 10457, 21597"
"70169","2291, 305, 2292"
"70170","28669, 21575, 14647"
"70171","10263, 3437, 1493"
"70172","3437, 1493, 3196"
"70173","10263, 1792, 1925"
"70174","1399, 4503, 6511"
"70176","17249, 3019, 1924"
"70177","10263, 3437, 9328"
"70178","2036, 1891, 3023"
"70179","1014, 7435, 7436"
"70182","3625, 13619, 599"
"70183","930, 1657, 1794"
"70185","1924, 1481, 1845"
"70186","1853, 1845, 31113"
"70190","1558, 3105, 4388"
"70191","1925, 1923, 2858"
"70192","3019, 2284, 3196"
"70193","28713, 504, 1327"
"70194","1380, 8358, 2450"
"70195","2390, 31592, 16442"
"70196","1558, 3105, 4388"
"70197","1924, 1481, 295"
"70198","311, 3854, 8358"
"70199","305, 1759, 3254"
"70200","8097, 17745, 6986"
"70201","12503, 2928, 2108"
"70202","22695, 31491, 4147"
"70204","5753, 2284, 2044"
"70205","1759, 31050, 1845"
"70206","2390, 1573, 1864"
"70207","5753, 3868, 1794"
"70208","1924, 1792, 1481"
"70209","8245, 1845, 11717"
"70210","832, 13993, 30531"
"70211","3437, 1493, 7303"
"70212","278, 1744, 2162"
"70213","752, 2106, 2709"
"70214","2525, 2269, 2106"
"70215","2284, 2269, 3625"
"70216","7303, 22695, 1153"
"70217","8097, 832, 13993"
"70218","27613, 1759, 31490"
"70219","1853, 1845, 11717"
"70220","13619, 1924, 2920"
"70221","1759, 18755, 12725"
"70222","5753, 27613, 1794"
"70223","2284, 1153, 13619"
"70224","5290, 5710, 25875"
"70225","1792, 2322, 9487"
"70226","3625, 31050, 1880"
"70227","5763, 23423, 4042"
"70228","21575, 7303, 3196"
"70229","4566, 2284, 26183"
"70230","31050, 1153, 2036"
"70232","2920, 1558, 3105"
"70233","1558, 2818, 1623"
"70235","1925, 1923, 12783"
"70236","4388, 3776, 2574"
"70237","1153, 9487, 28495"
"70238","305, 1399, 25431"
"70239","4388, 3776, 2574"
"70241","3196, 2920, 31491"
"70242","1792, 2322, 9487"
"70243","3776, 2574, 9487"
"70244","31050, 1275, 3396"
"70245","28713, 23249, 7334"
"70246","5763, 1900, 2291"
"70247","86, 1707, 29876"
"70248","3437, 1493, 9328"
"70249","5753, 2284, 8358"
"70251","3437, 1924, 2920"
"70252","2012, 14753, 32729"
"70253","4388, 30845, 11687"
"70254","3437, 1493, 1924"
"70256","31490, 2450, 6465"
"70257","24273, 1759, 19633"
"70258","5967, 5968, 22699"
"70259","23249, 86, 8394"
"70262","1845, 11717, 31113"
"70263","22695, 33221, 1853"
"70264","1558, 3105, 3776"
"70265","1014, 3776, 2574"
"70267","752, 3019, 10457"
"70268","10507, 2411, 1642"
"70269","3437, 1924, 1481"
"70270","1558, 11687, 602"
"70271","5753, 1906, 28929"
"70272","1792, 9328, 2527"
"70273","1399, 13619, 33074"
"70274","5753, 7303, 3868"
"70275","4566, 1658, 718"
"70276","3868, 1906, 3227"
"70277","10263, 1792, 4503"
"70278","5753, 1924, 1399"
"70279","10263, 3437, 17249"
"70280","6465, 1853, 7045"
"70281","1658, 718, 5742"
"70282","10457, 2284, 21597"
"70283","1792, 31491, 2858"
"70284","1707, 377, 29876"
"70285","5753, 7303, 930"
"70287","4388, 1891, 12361"
"70289","890, 1382, 305"
"70291","6465, 3254, 5753"
"70292","2484, 11547, 5877"
"70293","6251, 6465, 1224"
"70294","28713, 30915, 32051"
"70295","1153, 2322, 2110"
"70297","2484, 305, 31050"
"70300","12725, 2947, 17249"
"70301","7303, 2291, 305"
"70302","33221, 2322, 1794"
"70303","2947, 1924, 33221"
"70305","31490, 2736, 2450"
"70306","10263, 1924, 1792"
"70307","2747, 6986, 7712"
"70308","12725, 17249, 2284"
"70309","7303, 3129, 2506"
"70310","2269, 26019, 33074"
"70311","5753, 32034, 1558"
"70313","3196, 3854, 13993"
"70314","2920, 1481, 1558"
"70315","28929, 6465, 2818"
"70316","1558, 1179, 3105"
"70317","6465, 7045, 12027"
"70318","7435, 7436, 27525"
"70319","2106, 31280, 2706"
"70320","5753, 3868, 295"
"70321","1924, 2322, 9487"
"70322","1481, 1558, 3507"
"70324","1053, 31113, 12503"
"70326","1493, 14647, 27629"
"70327","14647, 27629, 1558"
"70328","1759, 3776, 2574"
"70330","14685, 1153, 3072"
"70331","29123, 9832"
"70332","5753, 7303, 3868"
"70333","5753, 7303, 3868"
"70335","1759, 31050, 33221"
"70336","8245, 30531, 22013"
"70337","3507, 2291, 978"
"70338","1924, 2920, 1481"
"70339","8245, 1853, 14543"
"70340","26019, 347, 399"
"70342","1906, 1179, 3806"
"70343","2920, 1481, 3072"
"70344","5753, 3868, 33221"
"70345","32034, 9494, 31050"
"70347","1558, 7334, 30714"
"70348","8245, 27613, 23115"
"70349","5753, 33221, 295"
"70350","1558, 1925, 1923"
"70351","31050, 1534, 23423"
"70352","2284, 1153, 24273"
"70354","31491, 6465, 1853"
"70355","30243, 25117, 3806"
"70356","1924, 2920, 1481"
"70358","1380, 7861, 3992"
"70359","2291, 305, 1481"
"70360","10263, 3437, 3196"
"70361","3196, 13993, 2747"
"70363","1493, 1924, 1925"
"70364","1493, 14647, 22695"
"70365","31050, 1275, 3396"
"70366","1558, 3625, 4416"
"70367","2709, 3196, 3854"
"70368","12725, 2284, 8358"
"70369","1558, 3105, 4388"
"70370","3507, 4416, 978"
"70371","2688, 31491, 29413"
"70372","6465, 14543, 8245"
"70373","22695, 21575, 13245"
"70374","1493, 14647, 22695"
"70375","5290, 5710, 25875"
"70376","3437, 1924, 1481"
"70377","8245, 22013, 23115"
"70378","2920, 3072, 1558"
"70379","3437, 1493, 7303"
"70380","10766, 1759, 31050"
"70383","5967, 5968, 1924"
"70384","5753, 1924, 2920"
"70385","1399, 6509, 2044"
"70386","10263, 2044, 12725"
"70387","1957, 2920, 927"
"70388","10263, 4503, 1558"
"70389","7303, 1924, 22695"
"70391","305, 1925, 1923"
"70392","3437, 8097, 832"
"70393","31050, 1558, 1179"
"70394","32034, 9494, 31491"
"70395","1924, 1481, 3072"
"70396","5753, 7303, 3868"
"70397","5763, 1560, 2291"
"70398","31491, 9328, 1792"
"70400","1399, 5763, 4416"
"70401","1558, 3105, 4388"
"70402","3437, 1493, 21575"
"70403","21575, 17745, 14647"
"70405","22695, 30531, 6465"
"70406","10263, 1792, 1925"
"70407","3196, 3854, 2747"
"70408","1924, 2920, 1481"
"70409","5753, 3507, 305"
"70410","33221, 1759, 1275"
"70411","1380, 2570, 1906"
"70412","3507, 978, 1380"
"70413","9487, 15839, 2527"
"70414","10263, 1925, 1923"
"70415","5753, 7303, 3854"
"70416","5753, 3868, 3854"
"70417","3437, 1924, 2920"
"70418","8097, 14647, 27629"
"70419","7303, 1153, 3511"
"70420","5763, 4503, 693"
"70421","6511, 3432, 10263"
"70422","5753, 2525, 13245"
"70423","2747, 2322, 9487"
"70424","3437, 1493, 9328"
"70425","30845, 4503, 2291"
"70426","2871, 31592, 2193"
"70427","3776, 2574, 4388"
"70429","2284, 4503, 1275"
"70430","2871, 31592, 2193"
"70432","2525, 5267, 14647"
"70433","1380, 5343, 978"
"70434","6465, 30531, 28929"
"70435","31050, 1558, 3105"
"70436","2871, 8097, 9328"
"70437","1153, 6465, 2863"
"70438","8097, 6728, 4264"
"70439","3507, 1558, 3105"
"70440","31113, 1845, 10263"
"70441","28713, 7334, 10330"
"70442","5753, 1481, 1759"
"70443","3437, 8097, 1493"
"70444","3437, 1924, 2920"
"70445","3437, 8097, 1493"
"70446","8245, 30531, 22013"
"70447","3437, 1493, 3196"
"70448","3437, 3196, 1924"
"70449","305, 2012, 30915"
"70451","9487, 15839, 3239"
"70452","23579, 25117, 16608"
"70453","4388, 14647, 27629"
"70454","6465, 3196, 14685"
"70455","1925, 1923, 3072"
"70456","31490, 4060, 1929"
"70457","12725, 3196, 3854"
"70458","10263, 1924, 930"
"70459","10263, 1493, 2284"
"70460","31490, 2450, 28929"
"70461","1380, 347, 15963"
"70462","1145, 14685, 1053"
"70463","3626, 1460, 2234"
"70464","10263, 1925, 1923"
"70465","2688, 31491, 29413"
"70466","10263, 3196, 1924"
"70467","3072, 31050, 1558"
"70468","29413, 30128, 2688"
"70469","7303, 3868, 1853"
"70470","2291, 305, 1925"
"70471","3196, 2920, 3072"
"70472","3437, 1759, 1558"
"70473","1924, 2920, 1481"
"70474","2390, 14685, 26019"
"70475","1707, 377, 23725"
"70476","2269, 14947, 9770"
"70478","3437, 1924, 2920"
"70479","1558, 3105, 1924"
"70480","31050, 32034, 9494"
"70481","8097, 832, 13993"
"70482","1925, 21899, 1923"
"70483","2747, 3826, 6286"
"70484","1399, 5763, 1560"
"70485","3437, 8097, 9328"
"70486","14647, 27629, 11209"
"70487","978, 1380, 7861"
"70488","10263, 7303, 1792"
"70489","1558, 1853, 5753"
"70490","1792, 2322, 9487"
"70491","86, 30915, 6050"
"70492","12725, 2947, 21575"
"70493","1558, 3105, 18755"
"70494","8245, 30531, 22013"
"70497","8097, 33221, 16608"
"70498","3072, 31050, 1275"
"70499","10263, 1925, 1923"
"70500","8245, 30531, 23115"
"70502","2527, 1558, 3105"
"70503","1228, 305, 1275"
"70504","7303, 3381, 1839"
"70507","103, 2903, 1460"
"70508","3437, 8097, 1493"
"70509","10263, 1924, 1925"
"70510","1493, 14647, 22695"
"70511","10263, 2947, 832"
"70512","2920, 1481, 3072"
"70513","31050, 1380, 28511"
"70514","1153, 30531, 3826"
"70515","5753, 7303, 3868"
"70516","1493, 2525, 21575"
"70517","1534, 10263, 3625"
"70519","10263, 3437, 17249"
"70521","3507, 1880, 978"
"70522","32034, 9494, 33221"
"70523","927, 307, 5753"
"70524","10263, 1924, 1925"
"70525","8245, 31491, 6465"
"70529","1864, 971, 2570"
"70530","3507, 1880, 978"
"70531","33221, 32034, 9494"
"70534","14685, 31050, 1839"
"70535","33221, 31050, 32034"
"70536","1900, 7334, 10330"
"70537","1816, 1086, 13851"
"70538","2688, 1224, 23299"
"70539","693, 2291, 3507"
"70540","1186, 7861, 971"
"70541","33221, 4416, 1558"
"70543","1924, 2920, 1481"
"70544","4503, 3507, 1421"
"70545","7334, 10330, 28669"
"70546","3437, 1493, 2284"
"70547","23945, 13851, 22777"
"70548","7303, 4388, 1534"
"70549","86, 4566, 1707"
"70550","3437, 21575, 7303"
"70553","6465, 2818, 12361"
"70555","31050, 1558, 1623"
"70558","1558, 3105, 11687"
"70561","33221, 28929, 2818"
"70562","31050, 1558, 1623"
"70563","22695, 31491, 4147"
"70565","8245, 30531, 22013"
"70566","2688, 31491, 29413"
"70567","1924, 2920, 1481"
"70568","11679, 1957, 3460"
"70569","1221, 19291, 3437"
"70571","3072, 16608, 1145"
"70572","14647, 27629, 295"
"70573","8245, 6465, 1853"
"70574","29976, 5753, 295"
"70575","8245, 23115, 6465"
"70576","8097, 17745, 6986"
"70577","2291, 1880, 2292"
"70578","1228, 1891, 3254"
"70581","1481, 718, 3625"
"70583","3437, 3196, 1924"
"70584","1493, 311, 8358"
"70585","2234, 978, 6336"
"70586","14543, 3776, 2574"
"70587","2044, 3704, 12725"
"70588","832, 5763, 1900"
"70589","31490, 2450, 1179"
"70590","12671, 31490, 5967"
"70591","14753, 30458, 32729"
"70592","2012, 2390, 1221"
"70593","23299, 33221, 29831"
"70594","27613, 1759, 31050"
"70595","3776, 2574, 3239"
"70596","2947, 2106, 14685"
"70598","1179, 2818, 2484"
"70602","2709, 3196, 3854"
"70603","33221, 2527, 1224"
"70604","7303, 1853, 2291"
"70605","7303, 314, 1153"
"70606","8097, 2284, 2747"
"70608","1558, 3105, 4388"
"70609","1792, 2322, 9487"
"70610","10263, 19291, 1435"
"70612","31050, 1558, 1224"
"70613","3511, 1839, 6511"
"70614","1794, 28929, 6511"
"70615","4443, 10528, 13245"
"70616","1558, 1224, 3105"
"70617","6465, 1853, 1153"
"70618","33221, 2920, 1481"
"70619","1224, 23299, 12585"
"70620","1558, 3105, 4388"
"70622","28669, 13931, 23043"
"70623","7303, 3868, 930"
"70625","7303, 1924, 22695"
"70626","1924, 1925, 1481"
"70627","1493, 14647, 22695"
"70628","5753, 7303, 314"
"70629","10263, 17249, 2284"
"70630","1924, 1792, 1925"
"70631","1906, 28495, 29413"
"70632","832, 1925, 1923"
"70633","1924, 1481, 1759"
"70634","1567, 5096, 1647"
"70636","10263, 7303, 1792"
"70637","3437, 8097, 1493"
"70638","1880, 1792, 1839"
"70639","1558, 2851, 3105"
"70640","4388, 2291, 2668"
"70641","3381, 31050, 1839"
"70644","2284, 3196, 14685"
"70645","832, 4503, 1560"
"70646","1558, 305, 2200"
"70647","31050, 1558, 3105"
"70648","2284, 3196, 22695"
"70649","1924, 2920, 1481"
"70651","3196, 5267, 17745"
"70653","33221, 10766, 6465"
"70654","31050, 1558, 3105"
"70655","2920, 33074, 1558"
"70656","10263, 1924, 1925"
"70660","86, 377, 29876"
"70661","1275, 1224, 2036"
"70662","1558, 3105, 31050"
"70663","3437, 8097, 1493"
"70664","4701, 21393, 1153"
"70665","7303, 930, 1794"
"70666","1558, 3105, 4388"
"70668","1489, 32553, 6787"
"70669","1380, 311, 8358"
"70670","28869, 3776, 2574"
"70671","2947, 2525, 21575"
"70672","10263, 1481, 3072"
"70673","832, 1399, 5763"
"70674","24171, 1558, 3105"
"70675","1924, 8245, 1481"
"70676","8097, 832, 13993"
"70677","32034, 9494, 1558"
"70678","2947, 1924, 1792"
"70680","30243, 13245, 22695"
"70682","1924, 1481, 1558"
"70683","8245, 30531, 22013"
"70685","3437, 1567, 1493"
"70686","2012, 14753, 30458"
"70687","2284, 314, 8358"
"70688","8097, 17745, 6986"
"70690","3437, 1658, 718"
"70691","6509, 3826, 1224"
"70692","12725, 17249, 1929"
"70693","31050, 2527, 1558"
"70694","9487, 15839, 6511"
"70695","27613, 13619, 7174"
"70697","2284, 3511, 1900"
"70698","1925, 1923, 1853"
"70699","86, 4566, 1707"
"70700","10090, 86, 504"
"70701","6465, 14685, 2688"
"70702","1924, 1481, 1558"
"70704","31050, 3003, 2072"
"70705","832, 5763, 4503"
"70706","1924, 2920, 1481"
"70707","1925, 1923, 1558"
"70708","708, 21703, 16419"
"70709","30705, 708, 2525"
"70710","31050, 32034, 9494"
"70712","3196, 1399, 5763"
"70713","27613, 1865, 21575"
"70714","17249, 3019, 3625"
"70716","5753, 3868, 3854"
"70717","2920, 31491, 4147"
"70718","33221, 5753, 7303"
"70720","1924, 22695, 1481"
"70721","2291, 2292, 31490"
"70722","31763, 33221, 25431"
